Period,Trip Purpose,Type of tourist,Tourists,Frequency
2021-05,Business,Domestic,596.398,Monthly
2021-05,Visiting Friends & Relatives,Domestic,3193.409,Monthly
2021-05,Other,Domestic,232.835,Monthly
2021-06,Religious,Domestic,294.956,Monthly
2021-06,Leisure,Domestic,1560.767,Monthly
2021-06,Business,Domestic,426.344,Monthly
2021-06,Visiting Friends & Relatives,Domestic,1744.31,Monthly
2021-06,Other,Domestic,139.192,Monthly
2021-07,Religious,Domestic,490.973,Monthly
2021-07,Leisure,Domestic,2402.684,Monthly
2021-07,Business,Domestic,358.283,Monthly
2021-07,Visiting Friends & Relatives,Domestic,4038.179,Monthly
2021-07,Other,Domestic,243.232,Monthly
2021-08,Religious,Domestic,388.439,Monthly
2021-08,Leisure,Domestic,2135.567,Monthly
2021-08,Business,Domestic,464.211,Monthly
2021-08,Visiting Friends & Relatives,Domestic,2268.113,Monthly
2021-08,Other,Domestic,225.92,Monthly
2021-09,Religious,Domestic,376.885,Monthly
2021-09,Leisure,Domestic,1511.375,Monthly
2021-09,Business,Domestic,366.517,Monthly
2021-09,Visiting Friends & Relatives,Domestic,1797.337,Monthly
2021-09,Other,Domestic,133.183,Monthly
2021-10,Religious,Domestic,450.52,Monthly
2021-10,Leisure,Domestic,2344.299,Monthly
2021-10,Business,Domestic,454.701,Monthly
2021-10,Visiting Friends & Relatives,Domestic,1851.119,Monthly
2021-10,Other,Domestic,297.921,Monthly
2021-11,Religious,Domestic,586.656,Monthly
2021-11,Leisure,Domestic,2865.906,Monthly
2021-11,Business,Domestic,420.199,Monthly
2021-11,Visiting Friends & Relatives,Domestic,2256.299,Monthly
2021-11,Other,Domestic,583.691,Monthly
2021-12,Religious,Domestic,441.725,Monthly
2021-12,Leisure,Domestic,1931.288,Monthly
2021-12,Business,Domestic,209.99,Monthly
2021-12,Visiting Friends & Relatives,Domestic,1700.381,Monthly
2021-12,Other,Domestic,210.162,Monthly
2022-01,Religious,Domestic,596.252,Monthly
2022-01,Leisure,Domestic,2867.998,Monthly
2022-01,Business,Domestic,341.926,Monthly
2022-01,Visiting Friends & Relatives,Domestic,3551.156,Monthly
2022-01,Other,Domestic,317.828,Monthly
2022-02,Religious,Domestic,586.608,Monthly
2022-02,Leisure,Domestic,2417.283,Monthly
2022-02,Business,Domestic,273.146,Monthly
2022-02,Visiting Friends & Relatives,Domestic,2836.744,Monthly
2022-02,Other,Domestic,336.157,Monthly
2022-03,Religious,Domestic,549.498,Monthly
2022-03,Leisure,Domestic,2180.247,Monthly
2022-03,Business,Domestic,282.899,Monthly
2022-03,Visiting Friends & Relatives,Domestic,2879.42,Monthly
2022-03,Other,Domestic,312.691,Monthly
2022-04,Religious,Domestic,1469.406,Monthly
2022-04,Leisure,Domestic,2115.43,Monthly
2022-04,Business,Domestic,277.932,Monthly
2022-04,Visiting Friends & Relatives,Domestic,3899.846,Monthly
2022-04,Other,Domestic,273.517,Monthly
2022-05,Religious,Domestic,589.898,Monthly
2022-05,Leisure,Domestic,2717.715,Monthly
2022-05,Business,Domestic,371.79,Monthly
2022-05,Visiting Friends & Relatives,Domestic,3267.698,Monthly
2022-05,Other,Domestic,299.008,Monthly
2022-06,Religious,Domestic,281.898,Monthly
2022-06,Leisure,Domestic,1716.806,Monthly
2022-06,Business,Domestic,248.02,Monthly
2022-06,Visiting Friends & Relatives,Domestic,1571.684,Monthly
2022-06,Other,Domestic,214.379,Monthly
2022-07,Religious,Domestic,948.318,Monthly
2022-07,Leisure,Domestic,3713.087,Monthly
2022-07,Business,Domestic,499.956,Monthly
2022-07,Visiting Friends & Relatives,Domestic,5262.984,Monthly
2022-07,Other,Domestic,371.209,Monthly
2022-08,Religious,Domestic,758.364,Monthly
2022-08,Leisure,Domestic,2776.151,Monthly
2022-08,Business,Domestic,534.951,Monthly
2022-08,Visiting Friends & Relatives,Domestic,2631.712,Monthly
2022-08,Other,Domestic,307.26,Monthly
2022-09,Religious,Domestic,500.227,Monthly
2022-09,Leisure,Domestic,1862.447,Monthly
2022-09,Business,Domestic,298.644,Monthly
2022-09,Visiting Friends & Relatives,Domestic,1311.165,Monthly
2022-09,Other,Domestic,223.556,Monthly
2022-10,Religious,Domestic,488.166,Monthly
2022-10,Leisure,Domestic,2233.055,Monthly
2022-10,Business,Domestic,432.195,Monthly
2022-10,Visiting Friends & Relatives,Domestic,1376.883,Monthly
2022-10,Other,Domestic,307.887,Monthly
2022-11,Religious,Domestic,749.834,Monthly
2022-11,Leisure,Domestic,3283.884,Monthly
2022-11,Business,Domestic,510.602,Monthly
2022-11,Visiting Friends & Relatives,Domestic,1994.362,Monthly
2022-11,Other,Domestic,464.467,Monthly
2022-12,Religious,Domestic,495.142,Monthly
2022-12,Leisure,Domestic,1978.806,Monthly
2022-12,Business,Domestic,432.887,Monthly
2022-12,Visiting Friends & Relatives,Domestic,1231.832,Monthly
2022-12,Other,Domestic,211.588,Monthly
2023-01,Religious,Domestic,658.471,Monthly
2023-01,Leisure,Domestic,3085.674,Monthly
2023-01,Business,Domestic,536.528,Monthly
2023-01,Visiting Friends & Relatives,Domestic,1739.337,Monthly
2023-01,Other,Domestic,273.946,Monthly
2023-02,Religious,Domestic,635.661,Monthly
2023-02,Leisure,Domestic,2619.228,Monthly
2023-02,Business,Domestic,546.173,Monthly
2023-02,Visiting Friends & Relatives,Domestic,1588.526,Monthly
2023-02,Other,Domestic,218.049,Monthly
2023-03,Religious,Domestic,996.116,Monthly
2023-03,Leisure,Domestic,2604.594,Monthly
2023-03,Business,Domestic,633.282,Monthly
2023-03,Visiting Friends & Relatives,Domestic,1956.899,Monthly
2023-03,Other,Domestic,311.265,Monthly
2023-04,Religious,Domestic,1132.871,Monthly
2023-04,Leisure,Domestic,2522.562,Monthly
2023-04,Business,Domestic,613.427,Monthly
2023-04,Visiting Friends & Relatives,Domestic,2353.898,Monthly
2023-04,Other,Domestic,258.538,Monthly
2023-05,Religious,Domestic,525.657,Monthly
2023-05,Leisure,Domestic,2245.711,Monthly
2023-05,Business,Domestic,536.118,Monthly
2023-05,Visiting Friends & Relatives,Domestic,1395.87,Monthly
2023-05,Other,Domestic,299.635,Monthly
2023-06,Religious,Domestic,1234.789,Monthly
2023-06,Leisure,Domestic,3886.558,Monthly
2023-06,Business,Domestic,785.582,Monthly
2023-06,Visiting Friends & Relatives,Domestic,3251.576,Monthly
2023-06,Other,Domestic,389.355,Monthly
2023-07,Religious,Domestic,752.531,Monthly
2023-07,Leisure,Domestic,3688.683,Monthly
2023-07,Business,Domestic,729.043,Monthly
2023-07,Visiting Friends & Relatives,Domestic,2431.251,Monthly
2023-07,Other,Domestic,516.748,Monthly
2023-08,Religious,Domestic,837.242,Monthly
2023-08,Leisure,Domestic,2836.306,Monthly
2023-08,Business,Domestic,800.176,Monthly
2023-08,Visiting Friends & Relatives,Domestic,2173.515,Monthly
2023-08,Other,Domestic,338.709,Monthly
2023-09,Religious,Domestic,689.514,Monthly
2023-09,Leisure,Domestic,2472.869,Monthly
2023-09,Business,Domestic,666.927,Monthly
2023-09,Visiting Friends & Relatives,Domestic,1902.066,Monthly
2023-09,Other,Domestic,342.451,Monthly
2023-10,Religious,Domestic,707.384,Monthly
2023-10,Leisure,Domestic,2417.181,Monthly
2023-10,Business,Domestic,834.838,Monthly
2023-10,Visiting Friends & Relatives,Domestic,1953.757,Monthly
2023-10,Other,Domestic,288.859,Monthly
2023-11,Religious,Domestic,996.979,Monthly
2023-11,Leisure,Domestic,3584.746,Monthly
2023-11,Business,Domestic,793.102,Monthly
2023-11,Visiting Friends & Relatives,Domestic,2537.225,Monthly
2023-11,Other,Domestic,308.275,Monthly
2023-12,Religious,Domestic,758.084,Monthly
2023-12,Leisure,Domestic,3046.356,Monthly
2023-12,Business,Domestic,719.795,Monthly
2023-12,Visiting Friends & Relatives,Domestic,1748.997,Monthly
2023-12,Other,Domestic,210.857,Monthly
2024-01,Religious,Domestic,1003.006,Monthly
2024-01,Leisure,Domestic,3379.914,Monthly
2024-01,Business,Domestic,771.353,Monthly
2024-01,Visiting Friends & Relatives,Domestic,2341.854,Monthly
2024-01,Other,Domestic,284.238,Monthly
2024-02,Religious,Domestic,948.945,Monthly
2024-02,Leisure,Domestic,3434.89,Monthly
2024-02,Business,Domestic,665.148,Monthly
2024-02,Visiting Friends & Relatives,Domestic,2397.233,Monthly
2024-02,Other,Domestic,296.486,Monthly
2024-03,Religious,Domestic,1567.474,Monthly
2024-03,Leisure,Domestic,2169.01,Monthly
2024-03,Business,Domestic,562.055,Monthly
2024-03,Visiting Friends & Relatives,Domestic,2237.328,Monthly
2024-03,Other,Domestic,266.712,Monthly
2024-04,Religious,Domestic,1070.993,Monthly
2024-04,Leisure,Domestic,2599.842,Monthly
2024-04,Business,Domestic,624.153,Monthly
2024-04,Visiting Friends & Relatives,Domestic,2674.691,Monthly
2024-04,Other,Domestic,230.723,Monthly
2024-05,Religious,Domestic,559.944,Monthly
2024-05,Leisure,Domestic,2119.503,Monthly
2024-05,Business,Domestic,754.346,Monthly
2024-05,Visiting Friends & Relatives,Domestic,2205.655,Monthly
2024-05,Other,Domestic,336.55,Monthly
2024-06,Religious,Domestic,1125.398,Monthly
2024-06,Leisure,Domestic,3301.219,Monthly
2024-06,Business,Domestic,852.674,Monthly
2024-06,Visiting Friends & Relatives,Domestic,4069.266,Monthly
2024-06,Other,Domestic,264.552,Monthly
2024-07,Religious,Domestic,938.105,Monthly
2024-07,Leisure,Domestic,3388.26,Monthly
2024-07,Business,Domestic,737.243,Monthly
2024-07,Visiting Friends & Relatives,Domestic,2745.667,Monthly
2024-07,Other,Domestic,253.587,Monthly
2024-08,Religious,Domestic,812.599,Monthly
2024-08,Leisure,Domestic,2479.657,Monthly
2024-08,Business,Domestic,711.117,Monthly
2024-08,Visiting Friends & Relatives,Domestic,2109.375,Monthly
2024-08,Other,Domestic,335.215,Monthly
2024-09,Religious,Domestic,673.917,Monthly
2024-09,Leisure,Domestic,1983.221,Monthly
2024-09,Business,Domestic,761.804,Monthly
2024-09,Visiting Friends & Relatives,Domestic,2161.02,Monthly
2024-09,Other,Domestic,327.505,Monthly
2024-10,Religious,Domestic,763.597,Monthly
2024-10,Leisure,Domestic,2048.431,Monthly
2024-10,Business,Domestic,806.067,Monthly
2024-10,Visiting Friends & Relatives,Domestic,1899.097,Monthly
2024-10,Other,Domestic,276.573,Monthly
2024-11,Religious,Domestic,1042.916,Monthly
2024-11,Leisure,Domestic,2871.841,Monthly
2024-11,Business,Domestic,850.852,Monthly
2024-11,Visiting Friends & Relatives,Domestic,2900.212,Monthly
2024-11,Other,Domestic,240.905,Monthly
2024-12,Religious,Domestic,910.193,Monthly
2024-12,Leisure,Domestic,2520.693,Monthly
2024-12,Business,Domestic,835.865,Monthly
2024-12,Visiting Friends & Relatives,Domestic,2355.444,Monthly
2024-12,Other,Domestic,301.226,Monthly
